Id_hecho,VICTIMA,SEXO,EDAD,GRAVEDAD
LC-2020-0476453,MOTO,MASCULINO,51,SIN DATO
LC-2020-0476453,MOTO,MASCULINO,27,SIN DATO
LC-2020-0480264,MOTO,SIN DATO,26,SIN DATO
LC-2020-0480730,MOTO,SIN DATO,SIN DATO,SIN DATO
LC-2020-0480746,MOTO,MASCULINO,19,SIN DATO
LC-2020-0502789,UTILITARIO,MASCULINO,39,SIN DATO
LC-2020-0507947,MOTO,MASCULINO,19,SIN DATO
LC-2020-0519144,PEATON,MASCULINO,67,SIN DATO
LC-2020-0523334,AUTO,MASCULINO,42,SIN DATO
LC-2020-0523334,AUTO,FEMENINO,51,SIN DATO
LC-2020-0527277,PEATON,MASCULINO,21,SIN DATO
LC-2020-0532392,AUTO,MASCULINO,37,SIN DATO
LC-2020-0548656,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2020-0550539,CICLISTA,MASCULINO,43,SIN DATO
LC-2020-0554276,AUTO,MASCULINO,45,SIN DATO
LC-2020-0568930,MOTO,MASCULINO,30,SIN DATO
LC-2020-0571327,CICLISTA,MASCULINO,20,SIN DATO
LC-2020-0583725,MOTO,MASCULINO,26,SIN DATO
LC-2020-0583725,MOTO,MASCULINO,26,SIN DATO
LC-2020-0629457,PEATON,FEMENINO,74,SIN DATO
LC-2020-0650342,MOTO,MASCULINO,20,SIN DATO
LC-2020-0653041,SIN DATO,MASCULINO,26,SIN DATO
LC-2020-0653041,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2020-0663536,MOTO,MASCULINO,41,SIN DATO
LC-2020-0668210,SIN DATO,MASCULINO,40,SIN DATO
LC-2020-0671781,MOTO,MASCULINO,65,SIN DATO
LC-2020-0671992,SIN DATO,MASCULINO,43,SIN DATO
LC-2020-0671992,SIN DATO,MASCULINO,39,SIN DATO
LC-2020-0679825,PEATON,FEMENINO,20,SIN DATO
LC-2020-0679866,CICLISTA,FEMENINO,45,SIN DATO
LC-2020-0003591,AUTO,FEMENINO,40,SIN DATO
LC-2020-0015351,CICLISTA,FEMENINO,26,SIN DATO
LC-2020-0018354,MOTO,MASCULINO,32,SIN DATO
LC-2020-0019270,TRANSPORTE PUBLICO,MASCULINO,56,SIN DATO
LC-2020-0019270,TRANSPORTE PUBLICO,FEMENINO,66,SIN DATO
LC-2020-0019270,TRANSPORTE PUBLICO,FEMENINO,45,SIN DATO
LC-2020-0019270,TRANSPORTE PUBLICO,MASCULINO,31,SIN DATO
LC-2020-0019270,TRANSPORTE PUBLICO,FEMENINO,22,SIN DATO
LC-2020-0042375,AUTO,MASCULINO,34,SIN DATO
LC-2020-0043859,PEATON,FEMENINO,59,SIN DATO
LC-2020-0046538,PEATON,MASCULINO,29,SIN DATO
LC-2020-0054632,MOTO,FEMENINO,44,SIN DATO
LC-2020-0067107,MOTO,FEMENINO,25,SIN DATO
LC-2020-0070202,CICLISTA,FEMENINO,SIN DATO,SIN DATO
LC-2020-0090421,MOTO,MASCULINO,51,SIN DATO
LC-2020-0104370,MOTO,MASCULINO,46,SIN DATO
LC-2020-0104636,MOTO,MASCULINO,55,SIN DATO
LC-2020-0109920,MOTO,MASCULINO,21,SIN DATO
LC-2020-0122704,CICLISTA,FEMENINO,74,SIN DATO
LC-2020-0123848,MOTO,MASCULINO,32,SIN DATO
LC-2020-0127880,CICLISTA,MASCULINO,27,SIN DATO
LC-2020-0138183,PEATON,MASCULINO,22,SIN DATO
LC-2020-0154849,AUTO,MASCULINO,86,SIN DATO
LC-2020-0160262,CICLISTA,FEMENINO,38,SIN DATO
LC-2020-0168365,MOTO,MASCULINO,38,SIN DATO
LC-2020-0186675,MOTO,MASCULINO,36,SIN DATO
LC-2020-0199343,PEATON,MASCULINO,47,SIN DATO
LC-2020-0200331,CICLISTA,MASCULINO,73,SIN DATO
LC-2020-0206033,MOTO,MASCULINO,33,SIN DATO
LC-2020-0239687,MOTO,MASCULINO,34,SIN DATO
LC-2020-0251181,MOTO,MASCULINO,35,SIN DATO
LC-2020-0257974,MOTO,MASCULINO,49,GRAVE
LC-2020-0268107,PEATON,MASCULINO,31,SIN DATO
LC-2020-0287750,CICLISTA,MASCULINO,25,SIN DATO
LC-2020-0365198,AUTO,FEMENINO,24,SIN DATO
LC-2020-0365198,AUTO,FEMENINO,51,SIN DATO
LC-2020-0370508,PEATON,SIN DATO,SIN DATO,SIN DATO
LC-2020-0383219,MOTO,FEMENINO,22,SIN DATO
LC-2020-0383304,AUTO,MASCULINO,66,SIN DATO
LC-2020-0414475,MOTO,MASCULINO,31,SIN DATO
LC-2020-0423132,CICLISTA,FEMENINO,32,SIN DATO
LC-2020-0438220,MOTO,FEMENINO,33,SIN DATO
LC-2020-0450820,MOTO,MASCULINO,34,SIN DATO
LC-2020-0452422,PEATON,MASCULINO,20,SIN DATO
LC-2020-0457277,PEATON,FEMENINO,40,SIN DATO
LC-2020-0460678,MOTO,MASCULINO,24,SIN DATO
LC-2020-0479074,TRANSPORTE PUBLICO,FEMENINO,68,SIN DATO
LC-2020-0481320,UTILITARIO,MASCULINO,69,SIN DATO
LC-2020-0496633,CICLISTA,FEMENINO,19,SIN DATO
LC-2020-0511950,MOTO,MASCULINO,28,SIN DATO
LC-2020-0516267,PEATON,MASCULINO,37,SIN DATO
LC-2020-0526083,MIXTO,FEMENINO,74,SIN DATO
LC-2020-0528221,MOTO,MASCULINO,27,SIN DATO
LC-2020-0534550,PEATON,MASCULINO,29,SIN DATO
LC-2020-0540704,MOVIL,MASCULINO,37,SIN DATO
LC-2020-0540704,MOVIL,SIN DATO,37,SIN DATO
LC-2020-0541455,MOTO,FEMENINO,39,SIN DATO
LC-2020-0553046,SIN DATO,MASCULINO,24,SIN DATO
LC-2020-0555007,SIN DATO,MASCULINO,26,SIN DATO
LC-2020-0556841,SIN DATO,MASCULINO,64,SIN DATO
LC-2020-0556997,SIN DATO,FEMENINO,55,SIN DATO
LC-2020-0560152,SIN DATO,FEMENINO,29,SIN DATO
LC-2020-0560245,AUTO,FEMENINO,37,SIN DATO
LC-2020-0574962,SIN DATO,MASCULINO,36,SIN DATO
LC-2020-0584842,SIN DATO,FEMENINO,43,SIN DATO
LC-2020-0590171,SIN DATO,FEMENINO,43,SIN DATO
LC-2020-0596330,PEATON,MASCULINO,42,SIN DATO
LC-2020-0598081,CICLISTA,MASCULINO,37,SIN DATO
LC-2020-0616113,CICLISTA,FEMENINO,23,SIN DATO
LC-2020-0638796,CICLISTA,SIN DATO,SIN DATO,SIN DATO
LC-2020-0647969,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2020-0659375,SIN DATO,FEMENINO,32,SIN DATO
LC-2020-0660002,SIN DATO,MASCULINO,71,SIN DATO
LC-2020-0664052,SIN DATO,MASCULINO,19,SIN DATO
LC-2020-0665993,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2020-0668101,PEATON,MASCULINO,32,GRAVE
LC-2020-0669735,SIN DATO,FEMENINO,27,SIN DATO
LC-2020-0670626,SIN DATO,FEMENINO,21,SIN DATO
LC-2020-0670626,SIN DATO,MASCULINO,76,SIN DATO
LC-2020-0673359,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2020-0676722,SIN DATO,MASCULINO,22,GRAVE
LC-2020-0676722,SIN DATO,MASCULINO,29,SIN DATO
LC-2020-0676722,SIN DATO,FEMENINO,21,SIN DATO
LC-2020-0676722,SIN DATO,FEMENINO,20,SIN DATO
LC-2020-0677313,SIN DATO,MASCULINO,23,SIN DATO
LC-2020-0682915,SIN DATO,MASCULINO,60,SIN DATO
LC-2020-0684179,SIN DATO,MASCULINO,55,SIN DATO
LC-2020-0114385,TRANSPORTE PUBLICO,FEMENINO,69,SIN DATO
LC-2020-0000665,AUTO,SIN DATO,SIN DATO,SIN DATO
LC-2020-0026347,UTILITARIO,MASCULINO,28,SIN DATO
LC-2020-0026347,UTILITARIO,FEMENINO,29,SIN DATO
LC-2020-0031929,CICLISTA,MASCULINO,36,SIN DATO
LC-2020-0041806,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2020-0041821,CICLISTA,MASCULINO,39,SIN DATO
LC-2020-0069636,PEATON,MASCULINO,49,SIN DATO
LC-2020-0083974,CICLISTA,FEMENINO,27,SIN DATO
LC-2020-0090466,CICLISTA,MASCULINO,38,SIN DATO
LC-2020-0092915,AUTO,FEMENINO,43,SIN DATO
LC-2020-0148151,PEATON,MASCULINO,52,SIN DATO
LC-2020-0219802,CICLISTA,MASCULINO,38,SIN DATO
LC-2020-0221247,PEATON,MASCULINO,41,SIN DATO
LC-2020-0390170,PEATON,MASCULINO,31,SIN DATO
LC-2020-0467470,MOTO,MASCULINO,21,GRAVE
LC-2020-0478948,CICLISTA,FEMENINO,23,SIN DATO
LC-2020-0541458,MOTO,MASCULINO,54,GRAVE
LC-2020-0541458,MOTO,FEMENINO,50,SIN DATO
LC-2020-0549752,CICLISTA,MASCULINO,36,SIN DATO
LC-2020-0555642,SIN DATO,MASCULINO,25,SIN DATO
LC-2020-0561367,SIN DATO,MASCULINO,37,SIN DATO
LC-2020-0562285,SIN DATO,MASCULINO,22,SIN DATO
LC-2020-0568580,CICLISTA,MASCULINO,37,SIN DATO
LC-2020-0569114,SIN DATO,MASCULINO,60,SIN DATO
LC-2020-0572657,SIN DATO,FEMENINO,32,SIN DATO
LC-2020-0602708,MOTO,MASCULINO,58,SIN DATO
LC-2020-0609986,CICLISTA,MASCULINO,17,SIN DATO
LC-2020-0612110,AUTO,MASCULINO,60,SIN DATO
LC-2020-0623254,AUTO,SIN DATO,SIN DATO,SIN DATO
LC-2020-0631543,MOTO,MASCULINO,22,SIN DATO
LC-2020-0638712,SIN DATO,MASCULINO,71,SIN DATO
LC-2020-0638712,SIN DATO,FEMENINO,53,SIN DATO
LC-2020-0641405,SIN DATO,MASCULINO,41,SIN DATO
LC-2020-0647212,SIN DATO,FEMENINO,45,SIN DATO
LC-2020-0651453,SIN DATO,FEMENINO,44,SIN DATO
LC-2020-0653333,SIN DATO,MASCULINO,32,GRAVE
LC-2020-0653333,SIN DATO,MASCULINO,63,SIN DATO
LC-2020-0662631,SIN DATO,MASCULINO,22,SIN DATO
LC-2020-0673856,SIN DATO,FEMENINO,19,SIN DATO
LC-2020-0682284,SIN DATO,MASCULINO,61,SIN DATO
LC-2020-0171033,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2020-0233617,MOTO,FEMENINO,22,SIN DATO
LC-2020-0233617,MOTO,MASCULINO,27,SIN DATO
LC-2020-0551877,SIN DATO,MASCULINO,31,SIN DATO
LC-2020-0595351,MOTO,MASCULINO,56,SIN DATO
LC-2020-0600573,MOTO,FEMENINO,70,SIN DATO
LC-2020-0606695,CICLISTA,MASCULINO,27,SIN DATO
LC-2020-0615146,CICLISTA,MASCULINO,50,SIN DATO
LC-2020-0617777,MOTO,MASCULINO,53,SIN DATO
LC-2020-0676314,SIN DATO,MASCULINO,37,SIN DATO
LC-2020-0007906,MOTO,MASCULINO,19,SIN DATO
LC-2020-0020243,CICLISTA,MASCULINO,27,SIN DATO
LC-2020-0050933,MOTO,FEMENINO,30,SIN DATO
LC-2020-0052812,UTILITARIO,MASCULINO,47,SIN DATO
LC-2020-0052812,UTILITARIO,SIN DATO,SIN DATO,SIN DATO
LC-2020-0087470,AUTO,MASCULINO,30,SIN DATO
LC-2020-0092038,AUTO,MASCULINO,71,SIN DATO
LC-2020-0099995,PEATON,MASCULINO,45,SIN DATO
LC-2020-0099995,PEATON,MASCULINO,42,SIN DATO
LC-2020-0146426,PEATON,FEMENINO,74,SIN DATO
LC-2020-0148797,PEATON,SIN DATO,35,SIN DATO
LC-2020-0149915,CICLISTA,MASCULINO,33,SIN DATO
LC-2020-0161786,CICLISTA,FEMENINO,26,SIN DATO
LC-2020-0163157,PEATON,FEMENINO,37,SIN DATO
LC-2020-0196056,AUTO,MASCULINO,62,SIN DATO
LC-2020-0196056,AUTO,MASCULINO,43,SIN DATO
LC-2020-0225719,AUTO,FEMENINO,58,SIN DATO
LC-2020-0237637,MOTO,MASCULINO,26,GRAVE
LC-2020-0239324,MOTO,MASCULINO,27,SIN DATO
LC-2020-0260250,MOTO,MASCULINO,25,SIN DATO
LC-2020-0312865,PEATON,FEMENINO,81,SIN DATO
LC-2020-0480786,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2020-0480830,MIXTO,MASCULINO,20,SIN DATO
LC-2020-0480830,MIXTO,MASCULINO,19,SIN DATO
LC-2020-0507260,MOTO,MASCULINO,36,SIN DATO
LC-2020-0511136,MOTO,FEMENINO,26,SIN DATO
LC-2020-0541505,MOTO,MASCULINO,23,SIN DATO
LC-2020-0549618,MOTO,MASCULINO,59,SIN DATO
LC-2020-0567622,SIN DATO,SIN DATO,25,GRAVE
LC-2020-0567622,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2020-0568861,SIN DATO,FEMENINO,22,SIN DATO
LC-2020-0586632,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2020-0607204,MOTO,MASCULINO,40,SIN DATO
LC-2020-0617976,CICLISTA,MASCULINO,58,SIN DATO
LC-2020-0619928,CICLISTA,MASCULINO,20,SIN DATO
LC-2020-0631438,CICLISTA,FEMENINO,37,SIN DATO
LC-2020-0631697,CICLISTA,MASCULINO,28,SIN DATO
LC-2020-0637572,CICLISTA,FEMENINO,42,SIN DATO
LC-2020-0656081,CICLISTA,MASCULINO,34,SIN DATO
LC-2020-0656899,SIN DATO,MASCULINO,44,SIN DATO
LC-2020-0661688,MOTO,MASCULINO,26,SIN DATO
LC-2020-0002966,PEATON,MASCULINO,64,SIN DATO
LC-2020-0003528,MOTO,MASCULINO,20,SIN DATO
LC-2020-0012065,MOTO,MASCULINO,41,SIN DATO
LC-2020-0019258,CICLISTA,MASCULINO,44,SIN DATO
LC-2020-0047819,MOTO,SIN DATO,SIN DATO,SIN DATO
LC-2020-0052888,MOTO,MASCULINO,31,SIN DATO
LC-2020-0064827,MOTO,FEMENINO,30,SIN DATO
LC-2020-0064827,MOTO,SIN DATO,SIN DATO,SIN DATO
LC-2020-0075849,CICLISTA,MASCULINO,24,SIN DATO
LC-2020-0079023,TRANSPORTE PUBLICO,FEMENINO,54,SIN DATO
LC-2020-0094018,MOTO,MASCULINO,36,SIN DATO
LC-2020-0094426,AUTO,FEMENINO,36,SIN DATO
LC-2020-0101635,AUTO,MASCULINO,40,SIN DATO
LC-2020-0107349,AUTO,SIN DATO,SIN DATO,SIN DATO
LC-2020-0113121,PEATON,FEMENINO,47,SIN DATO
LC-2020-0145192,TRANSPORTE PUBLICO,MASCULINO,43,SIN DATO
LC-2020-0198862,MOTO,MASCULINO,35,SIN DATO
LC-2020-0206274,MOTO,MASCULINO,27,SIN DATO
LC-2020-0219140,MOTO,MASCULINO,28,SIN DATO
LC-2020-0223602,MOTO,MASCULINO,37,SIN DATO
LC-2020-0229229,MOTO,MASCULINO,28,SIN DATO
LC-2020-0236914,MOTO,MASCULINO,38,SIN DATO
LC-2020-0238443,PEATON,MASCULINO,54,SIN DATO
LC-2020-0255754,MOTO,MASCULINO,29,SIN DATO
LC-2020-0270295,MOTO,MASCULINO,31,SIN DATO
LC-2020-0418323,MOTO,FEMENINO,38,SIN DATO
LC-2020-0425593,AUTO,MASCULINO,40,SIN DATO
LC-2020-0438343,CICLISTA,FEMENINO,45,SIN DATO
LC-2020-0449820,MOTO,MASCULINO,26,SIN DATO
LC-2020-0456924,CICLISTA,FEMENINO,33,SIN DATO
LC-2020-0462941,CICLISTA,FEMENINO,25,SIN DATO
LC-2020-0468828,MOTO,MASCULINO,55,SIN DATO
LC-2020-0473458,MOTO,MASCULINO,51,SIN DATO
LC-2020-0473458,MOTO,MASCULINO,53,SIN DATO
LC-2020-0488541,MOTO,MASCULINO,48,SIN DATO
LC-2020-0496654,PEATON,MASCULINO,31,SIN DATO
LC-2020-0506569,MOTO,MASCULINO,38,SIN DATO
LC-2020-0518632,MOTO,MASCULINO,33,SIN DATO
LC-2020-0518632,MOTO,MASCULINO,22,SIN DATO
LC-2020-0519842,CICLISTA,MASCULINO,37,SIN DATO
LC-2020-0526904,MOTO,MASCULINO,27,SIN DATO
LC-2020-0529175,TRANSPORTE PUBLICO,MASCULINO,28,SIN DATO
LC-2020-0568715,PEATON,SIN DATO,SIN DATO,SIN DATO
LC-2020-0571165,MOTO,MASCULINO,24,SIN DATO
LC-2020-0581560,PEATON,FEMENINO,29,SIN DATO
LC-2020-0586264,CICLISTA,MASCULINO,26,SIN DATO
LC-2020-0587661,MOTO,MASCULINO,28,SIN DATO
LC-2020-0588355,TRANSPORTE PUBLICO,FEMENINO,56,SIN DATO
LC-2020-0589969,TAXI,MASCULINO,60,SIN DATO
LC-2020-0590660,MOTO,MASCULINO,30,SIN DATO
LC-2020-0590702,PEATON,MASCULINO,51,SIN DATO
LC-2020-0597693,CICLISTA,MASCULINO,50,SIN DATO
LC-2020-0602179,CICLISTA,FEMENINO,36,SIN DATO
LC-2020-0605567,MOVIL,SIN DATO,SIN DATO,SIN DATO
LC-2020-0615717,MOTO,MASCULINO,37,SIN DATO
LC-2020-0626616,MOTO,MASCULINO,29,SIN DATO
LC-2020-0626635,AUTO,MASCULINO,68,SIN DATO
LC-2020-0639164,SIN DATO,MASCULINO,37,SIN DATO
LC-2020-0650434,AUTO,FEMENINO,25,SIN DATO
LC-2020-0659123,AUTO,MASCULINO,43,SIN DATO
LC-2020-0660581,TRANSPORTE PUBLICO,MASCULINO,32,SIN DATO
LC-2020-0665623,SIN DATO,MASCULINO,39,SIN DATO
LC-2020-0669176,MOTO,FEMENINO,56,SIN DATO
LC-2020-0004703,MOTO,MASCULINO,29,SIN DATO
LC-2020-0022671,PEATON,FEMENINO,62,SIN DATO
LC-2020-0051737,PEATON,FEMENINO,48,SIN DATO
LC-2020-0065779,TRANSPORTE PUBLICO,FEMENINO,65,SIN DATO
LC-2020-0078743,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2020-0079487,MOTO,MASCULINO,34,SIN DATO
LC-2020-0089276,PEATON,SIN DATO,SIN DATO,SIN DATO
LC-2020-0099503,SIN DATO,MASCULINO,55,SIN DATO
LC-2020-0168737,PEATON,FEMENINO,57,SIN DATO
LC-2020-0082210,MOTO,MASCULINO,30,SIN DATO
LC-2020-0083090,AUTO,SIN DATO,SIN DATO,SIN DATO
LC-2020-0083122,AUTO,FEMENINO,59,SIN DATO
LC-2020-0094507,TRANSPORTE PUBLICO,MASCULINO,56,SIN DATO
LC-2020-0151936,MOTO,MASCULINO,23,SIN DATO
LC-2020-0598170,CICLISTA,MASCULINO,30,SIN DATO
LC-2020-0022693,PEATON,FEMENINO,21,SIN DATO
LC-2020-0039549,MOTO,MASCULINO,50,SIN DATO
LC-2020-0052075,PEATON,MASCULINO,39,SIN DATO
LC-2020-0053623,MOTO,MASCULINO,35,SIN DATO
LC-2020-0054287,MOTO,MASCULINO,51,SIN DATO
LC-2020-0077341,MOTO,MASCULINO,26,SIN DATO
LC-2020-0091727,MOTO,MASCULINO,29,SIN DATO
LC-2020-0108991,MOTO,MASCULINO,24,SIN DATO
LC-2020-0109815,MOTO,SIN DATO,SIN DATO,SIN DATO
LC-2020-0111960,MOTO,SIN DATO,SIN DATO,SIN DATO
LC-2020-0116656,PEATON,MASCULINO,36,SIN DATO
LC-2020-0134225,SIN DATO,MASCULINO,36,SIN DATO
LC-2020-0134225,SIN DATO,MASCULINO,34,SIN DATO
LC-2020-0134225,SIN DATO,MASCULINO,72,SIN DATO
LC-2020-0134225,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2020-0145827,SIN DATO,MASCULINO,69,SIN DATO
LC-2020-0147176,SIN DATO,MASCULINO,30,SIN DATO
LC-2020-0147176,SIN DATO,MASCULINO,33,SIN DATO
LC-2020-0147176,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2020-0150863,SIN DATO,MASCULINO,35,SIN DATO
LC-2020-0158241,AUTO,MASCULINO,38,SIN DATO
LC-2020-0158241,AUTO,SIN DATO,SIN DATO,SIN DATO
LC-2020-0159491,AUTO,MASCULINO,12,SIN DATO
LC-2020-0159491,AUTO,FEMENINO,51,SIN DATO
LC-2020-0170344,AUTO,SIN DATO,SIN DATO,SIN DATO
LC-2020-0172734,MOTO,SIN DATO,SIN DATO,SIN DATO
LC-2020-0172734,MOTO,MASCULINO,38,SIN DATO
LC-2020-0188845,SIN DATO,MASCULINO,27,SIN DATO
LC-2020-0191154,SIN DATO,FEMENINO,32,SIN DATO
LC-2020-0217411,TRANSPORTE PUBLICO,MASCULINO,49,SIN DATO
LC-2020-0221461,SIN DATO,MASCULINO,23,SIN DATO
LC-2020-0233569,MOTO,MASCULINO,26,SIN DATO
LC-2020-0234252,CICLISTA,MASCULINO,32,SIN DATO
LC-2020-0242335,MOTO,SIN DATO,19,SIN DATO
LC-2020-0242335,MOTO,MASCULINO,23,SIN DATO
LC-2020-0295115,MOTO,MASCULINO,32,SIN DATO
LC-2020-0295321,SIN DATO,MASCULINO,20,SIN DATO
LC-2020-0311032,MOTO,FEMENINO,25,SIN DATO
LC-2020-0370153,AUTO,MASCULINO,31,SIN DATO
LC-2020-0378137,AUTO,MASCULINO,39,SIN DATO
LC-2020-0390689,SIN DATO,MASCULINO,37,GRAVE
LC-2020-0390689,SIN DATO,FEMENINO,55,SIN DATO
LC-2020-0418185,AUTO,FEMENINO,41,SIN DATO
LC-2020-0418185,AUTO,MASCULINO,78,SIN DATO
LC-2020-0444363,TAXI,MASCULINO,53,SIN DATO
LC-2020-0447016,MOTO,MASCULINO,32,SIN DATO
LC-2020-0462438,SIN DATO,MASCULINO,44,SIN DATO
LC-2020-0478805,SIN DATO,MASCULINO,21,SIN DATO
LC-2020-0478875,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2020-0479033,SIN DATO,MASCULINO,35,SIN DATO
LC-2020-0480589,AUTO,FEMENINO,56,SIN DATO
LC-2020-0480589,AUTO,FEMENINO,66,SIN DATO
LC-2020-0491370,MOTO,MASCULINO,30,SIN DATO
LC-2020-0495236,MOTO,MASCULINO,25,SIN DATO
LC-2020-0507663,AUTO,FEMENINO,SIN DATO,SIN DATO
LC-2020-0510562,UTILITARIO,MASCULINO,52,SIN DATO
LC-2020-0517322,MOTO,MASCULINO,23,SIN DATO
LC-2020-0519271,MOTO,SIN DATO,SIN DATO,SIN DATO
LC-2020-0519379,UTILITARIO,MASCULINO,20,SIN DATO
LC-2020-0535641,MOTO,SIN DATO,SIN DATO,SIN DATO
LC-2020-0559903,SIN DATO,FEMENINO,33,SIN DATO
LC-2020-0587483,SIN DATO,SIN DATO,33,SIN DATO
LC-2020-0591043,SIN DATO,FEMENINO,31,SIN DATO
LC-2020-0599417,PEATON,MASCULINO,30,SIN DATO
LC-2020-0601863,TRANSPORTE PUBLICO,MASCULINO,33,SIN DATO
LC-2020-0601863,TRANSPORTE PUBLICO,FEMENINO,39,SIN DATO
LC-2020-0603823,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2020-0603968,CICLISTA,MASCULINO,85,SIN DATO
LC-2020-0605434,PEATON,FEMENINO,50,SIN DATO
LC-2020-0605524,TRANSPORTE PUBLICO,MASCULINO,49,SIN DATO
LC-2020-0605524,TRANSPORTE PUBLICO,MASCULINO,43,SIN DATO
LC-2020-0608247,MOTO,MASCULINO,34,SIN DATO
LC-2020-0610304,MOTO,FEMENINO,46,SIN DATO
LC-2020-0610304,MOTO,MASCULINO,43,SIN DATO
LC-2020-0622592,PEATON,FEMENINO,24,SIN DATO
LC-2020-0623959,MOTO,MASCULINO,25,SIN DATO
LC-2020-0624728,MOTO,MASCULINO,49,SIN DATO
LC-2020-0624728,MOTO,MASCULINO,32,SIN DATO
LC-2020-0649952,UTILITARIO,MASCULINO,23,SIN DATO
LC-2020-0650224,SIN DATO,MASCULINO,27,SIN DATO
LC-2020-0650224,SIN DATO,FEMENINO,26,SIN DATO
LC-2020-0680647,SIN DATO,FEMENINO,43,SIN DATO
LC-2020-0683521,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2020-0038825,AUTO,MASCULINO,69,SIN DATO
LC-2020-0038825,AUTO,MASCULINO,30,SIN DATO
LC-2020-0038825,AUTO,FEMENINO,25,SIN DATO
LC-2020-0038825,AUTO,FEMENINO,29,SIN DATO
LC-2020-0038825,AUTO,MASCULINO,30,SIN DATO
LC-2020-0052089,MOTO,MASCULINO,40,SIN DATO
LC-2020-0075949,PEATON,MASCULINO,47,SIN DATO
LC-2020-0101085,MOTO,MASCULINO,37,GRAVE
LC-2020-0154163,TAXI,MASCULINO,53,SIN DATO
LC-2020-0173611,AUTO,SIN DATO,SIN DATO,SIN DATO
LC-2020-0438097,AUTO,MASCULINO,27,SIN DATO
LC-2020-0446990,MOTO,MASCULINO,27,SIN DATO
LC-2020-0453725,MOTO,SIN DATO,SIN DATO,SIN DATO
LC-2020-0475967,MOTO,MASCULINO,29,SIN DATO
LC-2020-0542727,CICLISTA,MASCULINO,21,SIN DATO
LC-2020-0563216,MOTO,FEMENINO,26,SIN DATO
LC-2020-0572913,PEATON,MASCULINO,49,SIN DATO
LC-2020-0593320,PEATON,SIN DATO,SIN DATO,SIN DATO
LC-2020-0597132,CICLISTA,FEMENINO,45,SIN DATO
LC-2020-0667024,MOTO,SIN DATO,SIN DATO,SIN DATO
LC-2020-0667024,MOTO,SIN DATO,SIN DATO,SIN DATO
LC-2020-0376077,MOTO,SIN DATO,SIN DATO,SIN DATO
LC-2020-0557082,SIN DATO,MASCULINO,37,SIN DATO
LC-2020-0569124,PEATON,MASCULINO,40,SIN DATO
LC-2020-0594999,MOTO,MASCULINO,27,SIN DATO
LC-2020-0126279,PEATON,FEMENINO,23,SIN DATO
LC-2020-0144566,TRANSPORTE PUBLICO,MASCULINO,27,SIN DATO
LC-2020-0168559,MIXTO,MASCULINO,29,SIN DATO
LC-2020-0168559,MIXTO,MASCULINO,44,SIN DATO
LC-2020-0190548,MOTO,MASCULINO,27,SIN DATO
LC-2020-0191595,MOTO,MASCULINO,28,SIN DATO
LC-2020-0194561,MOTO,MASCULINO,28,SIN DATO
LC-2020-0226103,MOTO,MASCULINO,22,SIN DATO
LC-2020-0236471,MOTO,MASCULINO,32,SIN DATO
LC-2020-0236471,MOTO,FEMENINO,45,SIN DATO
LC-2020-0237868,AUTO,MASCULINO,27,SIN DATO
LC-2020-0237868,AUTO,MASCULINO,49,SIN DATO
LC-2020-0268401,AUTO,FEMENINO,34,SIN DATO
LC-2020-0294911,MOTO,MASCULINO,29,SIN DATO
LC-2020-0314798,AUTO,MASCULINO,52,SIN DATO
LC-2020-0409333,AUTO,MASCULINO,63,GRAVE
LC-2020-0419650,MOVIL,MASCULINO,28,SIN DATO
LC-2020-0428270,MOTO,SIN DATO,SIN DATO,SIN DATO
LC-2020-0457313,CICLISTA,MASCULINO,26,SIN DATO
LC-2020-0464511,MOTO,MASCULINO,35,SIN DATO
LC-2020-0470735,TAXI,SIN DATO,SIN DATO,SIN DATO
LC-2020-0472606,CICLISTA,SIN DATO,SIN DATO,SIN DATO
LC-2020-0473769,CICLISTA,FEMENINO,56,SIN DATO
LC-2020-0481655,MOTO,MASCULINO,23,SIN DATO
LC-2020-0483453,AUTO,MASCULINO,44,SIN DATO
LC-2020-0493653,MOTO,MASCULINO,43,SIN DATO
LC-2020-0495690,TAXI,MASCULINO,55,SIN DATO
LC-2020-0507865,CICLISTA,MASCULINO,38,SIN DATO
LC-2020-0529543,AUTO,FEMENINO,56,SIN DATO
LC-2020-0539917,TRANSPORTE PUBLICO,FEMENINO,65,SIN DATO
LC-2020-0560709,SIN DATO,FEMENINO,31,SIN DATO
